City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Micomeseng,68,GQ,1608099839,97,2.15,10.62,21.18,0.2
Liverpool,100,GB,1608099553,81,53.41,-2.98,10.0,10.3
San Felipe,99,VE,1608099839,93,10.34,-68.74,21.66,0.92
Lakes Entrance,100,AU,1608099614,96,-37.88,147.98,18.33,1.79
Zapolyarnyy,75,RU,1608099840,92,69.42,30.81,-1.0,13.9
Pianoro,40,IT,1608099840,93,44.39,11.34,6.67,1.0
Watsa,46,CD,1608099840,55,3.04,29.54,22.67,1.17
Sakakah,0,SA,1608099840,76,29.97,40.21,11.0,1.45
Rawson,38,AR,1608099630,39,-43.3,-65.1,16.19,9.88
Morondava,29,MG,1608099841,61,-20.28,44.28,30.29,1.4
Odesskoye,52,RU,1608099841,94,54.21,72.97,-13.39,4.21
Takoradze,68,GH,1608099841,89,4.88,-1.76,25.29,2.64
Sennar,58,SD,1608099808,19,13.57,33.57,24.28,6.61
San Luis,0,AR,1608099672,28,-33.3,-66.34,18.0,5.14
Port Lincoln,76,AU,1608099841,74,-34.73,135.87,17.64,4.74
Mitú,100,CO,1608099842,97,1.2,-70.17,21.84,0.73
Half Moon Bay,1,US,1608099842,81,37.46,-122.43,11.0,1.34
Biak,100,ID,1608099842,69,-0.91,122.88,29.2,0.43
Kavaratti,20,IN,1608099843,70,10.57,72.64,29.0,1.5
Smidovich,0,RU,1608099843,66,48.6,133.82,-15.06,6.1
Pemba,20,MZ,1608099843,74,-12.97,40.52,30.0,4.1
Tsimmerbude,75,RU,1608099843,86,54.67,20.13,4.0,4.0
Qaqortoq,67,GL,1608099560,37,60.72,-46.03,3.0,18.0
San Nicolas,75,PH,1608099725,78,18.17,120.6,27.0,10.3
Araouane,0,ML,1608099843,26,18.9,-3.53,20.2,3.6
Yinchuan,0,CN,1608099844,64,38.47,106.27,-4.61,0.4
Tambun,40,ID,1608099844,58,-6.26,107.07,31.0,7.7
La Grande,75,US,1608099844,74,45.32,-118.09,1.0,9.8
Ocotlán,5,MX,1608099844,58,20.35,-102.77,13.89,0.33
Nabire,95,ID,1608099844,66,-3.37,135.48,30.84,2.51
Mehamn,75,NO,1608099845,68,71.04,27.85,-1.0,10.3
Nanortalik,94,GL,1608099845,91,60.14,-45.24,-0.92,6.09
Kabare,39,CD,1608099845,78,-2.47,28.82,19.59,0.95
Colares,100,PT,1608099845,100,38.8,-9.45,13.89,12.86
Inzer,99,RU,1608099845,90,54.22,57.56,-6.24,1.98
Kichera,100,RU,1608099845,88,55.94,110.1,-13.74,0.23
Muroto-misakicho,40,JP,1608099846,28,33.28,134.15,8.0,8.7
Qaryat Sulūq,0,LY,1608099846,76,31.67,20.25,13.31,2.59
Gornopravdinsk,100,RU,1608099846,96,60.05,69.9,-8.78,3.11
Vanavara,98,RU,1608099846,86,60.34,102.28,-24.96,4.18
Nome,90,US,1608099846,85,64.5,-165.41,-7.0,8.2
Punta Alta,0,AR,1608099846,32,-38.88,-62.07,17.44,4.94
Merauke,64,ID,1608099847,77,-8.47,140.33,28.74,8.28
Sembakung,91,ID,1608099847,53,3.82,117.25,33.26,0.82
Hailar,20,CN,1608099847,87,49.2,119.7,-18.75,3.58
Riyadh,0,SA,1608099847,29,24.69,46.72,17.0,4.6
Luchegorsk,87,RU,1608099848,84,46.48,134.26,-16.85,3.57
São Félix do Xingu,17,BR,1608099848,92,-6.64,-51.99,21.09,0.4
Matara,11,LK,1608099848,65,5.95,80.54,29.2,3.54
Ambon City,40,ID,1608099848,74,-3.7,128.18,29.0,2.1
Kerman,0,IR,1608099848,39,30.28,57.08,9.0,2.1
Vilhena,46,BR,1608099738,88,-12.74,-60.15,20.6,0.54
Goderich,100,CA,1608099849,73,43.75,-81.72,-7.0,3.6
Xinqing,0,CN,1608099849,78,48.23,129.5,-17.4,4.86
Uíge,97,AO,1608099849,94,-7.61,15.06,20.11,0.29
Ostrovnoy,99,RU,1608099849,96,68.05,39.51,-6.79,6.92
Barra do Corda,100,BR,1608099849,87,-5.5,-45.25,22.89,0.98
Miyako,17,JP,1608099850,80,39.64,141.95,0.03,7.67
Ust'-Ishim,100,RU,1608099850,95,57.69,71.17,-10.07,3.26
Sisimiut,12,GL,1608099850,89,66.94,-53.67,-5.28,3.79
Pachino,99,IT,1608099850,93,36.72,15.09,9.44,2.1
Victoria Point,48,AU,1608099850,74,-27.58,153.3,27.78,1.34
Vostok,90,RU,1608099851,88,46.49,135.88,-22.55,2.63
Lawrenceburg,90,US,1608099851,59,38.04,-84.9,1.11,3.6
Cockburn Town,0,TC,1608099851,72,21.46,-71.14,25.07,6.2
Carnarvon,0,AU,1608099851,69,-24.87,113.63,27.0,10.8
The Valley,20,AI,1608099851,88,18.22,-63.06,24.44,1.5
Keetmanshoop,0,NA,1608099851,32,-26.58,18.13,21.46,2.02
Pimentel,53,PE,1608099687,83,-6.84,-79.93,19.47,4.48
Sigli,99,ID,1608099852,70,5.38,95.96,28.3,1.74
Carlisle,100,US,1608099852,76,40.2,-77.19,-2.22,2.45
Mackay,40,AU,1608099852,70,-21.15,149.2,29.0,7.2
Santa Isabel Rio Negro,90,BR,1608099852,97,-0.41,-65.02,21.97,0.3
Rincon,90,US,1608099853,87,32.3,-81.24,8.0,4.6
Redlands,1,US,1608099569,31,34.06,-117.18,8.89,2.1
Wau,25,SS,1608099741,18,7.7,28.0,25.0,3.08
Nānākuli,1,US,1608099853,73,21.39,-158.15,25.56,2.1
Launceston,90,AU,1608099853,62,-41.45,147.17,15.0,10.3
Balabac,95,PH,1608099853,78,7.99,117.06,28.37,7.3
Taguatinga,11,BR,1608099854,58,-12.39,-46.57,22.93,1.57
Shingū,40,JP,1608099854,42,33.73,135.98,7.0,10.8
Ust-Nera,53,RU,1608099854,77,64.57,143.2,-30.84,1.88
Novoagansk,100,RU,1608099855,91,61.94,76.66,-20.78,5.24
Zeya,0,RU,1608099855,85,53.75,127.27,-20.37,1.09
Marsala,75,IT,1608099855,71,37.8,12.44,15.0,4.6
Lima,0,PE,1608099577,88,-12.04,-77.03,19.0,3.6
Jiwani,0,PK,1608099855,26,25.05,61.74,19.14,7.18
Kloulklubed,90,PW,1608099855,88,7.04,134.26,26.0,4.1
Tautira,0,PF,1608099856,65,-17.73,-149.15,26.0,2.6
Minbu,13,MM,1608099856,51,20.18,94.88,29.65,3.03
Ganzhou,84,CN,1608099856,52,28.82,115.43,7.91,3.53
Cairns,40,AU,1608099673,70,-16.92,145.77,30.56,4.1
Port Moresby,40,PG,1608099733,66,-9.44,147.18,31.0,5.7
Excelsior Springs,90,US,1608099802,74,39.34,-94.23,-2.0,3.6
Kharp,100,RU,1608099856,91,66.8,65.81,-17.75,1.48
Māgadi,0,IN,1608099856,58,12.97,77.23,26.67,5.18
Falmouth,100,GB,1608099857,93,50.15,-5.07,10.0,9.3
Brasília de Minas,85,BR,1608099857,79,-16.21,-44.43,19.4,3.38
Rome,90,US,1608099858,81,34.26,-85.16,7.0,1.5
Barre,20,US,1608099858,65,44.2,-72.5,-12.78,3.1
Mountain Home,90,US,1608099858,98,43.13,-115.69,0.0,5.1
Baijiantan,0,CN,1608099735,89,45.63,85.18,-10.03,1.24
Santa María del Río,5,MX,1608099858,54,21.8,-100.75,12.0,3.6
Homer,90,US,1608099858,97,59.64,-151.55,0.56,0.65
San Jose,20,US,1608099750,75,37.34,-121.89,8.89,0.5
Mīzan Teferī,0,ET,1608099859,49,6.98,35.58,23.35,0.48
West Des Moines,90,US,1608099661,73,41.57,-93.75,-6.67,2.1
Springdale,90,US,1608099755,92,36.19,-94.13,-2.0,0.84
Camargo,0,MX,1608099859,50,27.67,-105.17,6.26,2.66
San Juan,0,AR,1608099859,22,-31.54,-68.54,22.03,3.82
Tual,100,ID,1608099859,77,-5.67,132.75,28.97,11.68
Ken Caryl,3,US,1608099640,64,39.58,-105.12,-6.67,3.52
Beloha,76,MG,1608099860,34,-25.17,45.05,33.2,4.12
Clyde River,1,CA,1608099860,70,70.47,-68.59,-18.0,11.3
Tongliao,0,CN,1608099860,89,43.61,122.27,-14.29,4.06
Turukhansk,99,RU,1608099860,87,65.82,87.98,-26.09,7.52
Kidal,0,ML,1608099860,23,18.44,1.41,20.95,4.23
Ellisville,90,US,1608099861,94,38.59,-90.59,0.0,2.6
Khoy,100,IR,1608099844,73,38.55,44.95,7.27,1.11
Klichka,0,RU,1608099861,89,50.45,118.0,-20.64,1.46
North Bend,20,US,1608099861,100,43.41,-124.22,8.89,2.6
Kamaishi,75,JP,1608099861,92,39.27,141.88,-4.0,3.6
Crowley,97,US,1608099862,97,30.21,-92.37,9.44,1.34
Madimba,40,TZ,1608099862,74,-10.4,40.33,28.0,6.2
Barra de Tecoanapa,100,MX,1608099862,79,16.52,-98.75,24.05,1.35
Hervey Bay,2,AU,1608099862,55,-25.3,152.85,30.56,5.7
Blagoyevo,95,RU,1608099862,96,63.37,47.92,-10.93,2.09
Santa Marta,81,CO,1608099862,70,11.24,-74.2,27.78,3.13
São João da Barra,100,BR,1608099817,86,-21.64,-41.05,23.56,5.93
La Rioja,72,AR,1608099679,34,-29.41,-66.85,24.55,2.65
Buraidah,40,SA,1608099843,67,26.33,43.98,17.0,1.0
Galveston,90,US,1608099863,87,29.37,-94.97,11.0,8.7
Berlevåg,40,NO,1608099863,74,70.86,29.09,-2.0,10.3
Kyabé,62,TD,1608099864,22,9.45,18.94,21.83,2.27
Anchorage,90,US,1608099680,85,61.22,-149.9,-3.33,1.38
Tirumullaivāsal,100,IN,1608099864,82,11.23,79.83,26.55,5.55
Hambantota,20,LK,1608099864,70,6.12,81.12,30.0,1.5
Manta,75,EC,1608099864,78,-0.95,-80.73,23.0,1.5
Banda Aceh,97,ID,1608099864,73,5.56,95.32,28.03,1.54
Venado Tuerto,0,AR,1608099865,89,-33.75,-61.97,15.0,4.02
Meridian,90,US,1608099586,94,43.61,-116.39,1.11,3.39
Podosinovets,90,RU,1608099865,97,60.28,47.07,-8.86,2.0
Tataouine,20,TN,1608099865,46,32.93,10.45,10.0,1.0
La Ronge,100,CA,1608099865,77,55.1,-105.28,-15.0,1.0
Molokovo,99,RU,1608099865,98,58.17,36.76,-4.69,2.94
Jurm,4,AF,1608099865,68,36.86,70.83,-1.8,1.73
Chernyshevskiy,99,RU,1608099866,91,63.01,112.47,-24.29,0.77
Fallon,75,US,1608099866,86,39.47,-118.78,1.0,2.6
Bambamarca,100,PE,1608099866,81,-6.68,-78.53,12.48,1.24
Atar,0,MR,1608099866,31,20.52,-13.05,17.1,3.84
Mlonggo,40,ID,1608099866,66,-6.53,110.7,30.0,3.6
Saint-Pierre,23,RE,1608099685,66,-21.34,55.48,29.0,2.1
Skibbereen,75,IE,1608099866,93,51.55,-9.27,8.0,12.9
Pinega,99,RU,1608099867,96,64.7,43.39,-10.18,2.55
Ixtapa,62,MX,1608099699,82,20.7,-105.2,19.98,0.95
Tabuk,96,PH,1608099867,82,17.42,121.44,25.46,2.28
Kalianget,44,ID,1608099867,69,-7.05,113.93,29.48,1.5
Hay River,100,CA,1608099867,75,60.82,-115.8,-26.0,4.1
Ust-Tsilma,93,RU,1608099867,96,65.44,52.15,-11.67,2.12
Bereda,100,ES,1608099868,100,43.27,-7.54,9.44,0.89
Zharkent,9,KZ,1608099868,84,44.16,80.0,-7.79,1.05
Shizunai-furukawachō,77,JP,1608099868,90,42.33,142.37,-1.76,9.55
Mersing,40,MY,1608099868,70,2.43,103.84,30.0,4.1
Shirokiy,37,RU,1608099868,85,49.76,129.52,-20.91,4.39
Seoul,1,KR,1608099869,29,37.57,126.98,-3.0,1.5
Ambovombe,75,MG,1608099869,29,-25.17,46.08,30.45,3.74
Meulaboh,92,ID,1608099869,81,4.14,96.13,27.15,3.11
Kathu,40,TH,1608099869,66,7.92,98.33,30.56,2.6
